frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,speak,move,error,errType,TF,SNV,lastAction,t_lastAction
10789,0,359.55800000000005,0.93,0.035829,0.36740500000000004,-0.929371,-0.19986700000000002,0.44485,-0.8730190000000001,-0.091,0.423,-9.5,-34.8,494.6,0.301,0.124,-0.073,0.0,0.0,0.0,0.0,0.06,1.32,0.3,0.38,0.02,0.32,0.0,0.04,0.0,0.0,0.0,0.3,0.38,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.2999999999998977
10790,0,359.591,0.93,0.036591000000000005,0.38761599999999996,-0.9210940000000001,-0.20111600000000002,0.45893,-0.865411,-0.092,0.44299999999999995,-9.4,-34.8,493.1,0.315,0.128,-0.083,0.87,0.43,0.55,0.45,0.23,1.79,0.3,0.38,0.02,0.4,0.0,0.25,0.01,0.0,0.55,1.24,0.65,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.3329999999998563
10791,0,359.625,0.88,-0.033175,0.412728,-0.91025,-0.15544000000000002,0.46159700000000004,-0.873365,-0.105,0.456,-10.1,-36.5,513.3,0.34700000000000003,0.115,-0.09300000000000001,0.87,0.43,0.55,0.45,0.2,2.13,0.23,0.16,0.0,0.42,0.0,0.22,0.1,0.0,0.59,1.13,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.3669999999998481
10792,0,359.658,0.98,-0.177287,0.397241,-0.9004270000000001,-0.287607,0.42367299999999997,-0.858944,-0.258,0.43700000000000006,90.0,-32.4,540.1,0.281,0.307,-0.003,0.87,0.43,0.56,0.45,0.32,2.38,0.07,0.11,0.0,0.47,0.0,0.21,0.19,0.0,0.66,0.94,0.78,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.3999999999998636
10793,0,359.691,0.98,-0.180207,0.456291,-0.871392,-0.31180399999999997,0.456561,-0.8332649999999999,-0.281,0.49200000000000005,88.2,-32.6,539.5,0.35,0.359,-0.003,0.0,0.0,0.06,0.0,0.27,2.78,0.09,0.21,0.0,0.53,0.0,0.0,0.3,0.0,0.29,0.01,0.81,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.4329999999998222
10794,0,359.725,0.98,-0.184925,0.46536000000000005,-0.8655879999999999,-0.31803000000000003,0.46261199999999997,-0.8275549999999999,-0.289,0.501,88.3,-32.8,541.5,0.36700000000000005,0.374,-0.004,0.0,0.0,0.06,0.0,0.42,2.7,0.15,0.21,0.0,0.57,0.0,0.02,0.38,0.0,0.33,0.01,0.64,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.4669999999998709
10795,0,359.75800000000004,0.98,-0.23306999999999997,0.424415,-0.874958,-0.33956,0.43317,-0.8349030000000001,-0.32299999999999995,0.465,126.7,-32.8,570.0,0.316,0.374,0.024,0.0,0.0,0.05,0.0,0.48,2.73,0.23,0.12,0.0,0.64,0.0,0.1,0.47,0.0,0.27,0.01,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.5
10796,0,359.791,0.98,-0.23350700000000002,0.428367,-0.8729120000000001,-0.332796,0.43161400000000005,-0.838425,-0.32,0.466,126.4,-32.9,570.0,0.312,0.366,0.037000000000000005,0.0,0.0,0.0,0.0,0.55,2.8,0.28,0.02,0.0,0.73,0.0,0.13,0.53,0.0,0.13,0.0,0.21,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.5329999999998449
10797,0,359.825,0.98,-0.233408,0.426546,-0.8738299999999999,-0.333818,0.42832299999999995,-0.839706,-0.32,0.46299999999999997,126.6,-32.9,570.6,0.311,0.364,0.040999999999999995,0.0,0.0,0.43,0.0,0.58,2.53,0.49,0.48,0.13,0.87,0.0,0.23,0.46,0.0,0.46,0.0,0.17,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.5669999999998367
10799,0,359.89099999999996,0.93,-0.071719,0.41528100000000007,-0.9068620000000001,-0.304904,0.373123,-0.876249,-0.20800000000000002,0.41600000000000004,140.5,-33.9,564.1,0.253,0.231,0.081,0.0,0.0,0.51,0.0,0.56,2.48,1.22,0.66,0.13,1.24,0.0,0.41,0.67,0.0,0.47,0.0,0.08,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,neutral,0,0,False, ,False,False, ,0.6329999999998108
