frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,speak,move,emotion,error,errType,TF,SNV,lastAction,t_lastAction
6722,1,224.0,0.98,-0.257074,0.455532,-0.8522930000000001,-0.5464680000000001,0.112384,-0.8299049999999999,-0.446,0.326,210.3,-5.6,503.8,0.213,0.341,0.499,1.66,2.11,0.02,0.0,0.0,0.32,0.0,0.0,0.7,0.0,0.03,1.84,0.45,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.0
6723,1,224.034,0.98,-0.264431,0.474451,-0.839626,-0.526342,0.171479,-0.832802,-0.442,0.369,211.1,-6.1,506.5,0.249,0.33,0.487,1.68,2.08,0.02,0.0,0.0,0.67,0.0,0.04,0.9,0.05,0.0,1.95,0.55,0.0,0.02,0.86,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.033999999999991815
6724,1,224.067,0.98,-0.10371099999999997,0.374566,-0.921382,-0.351657,0.12105,-0.92827,-0.241,0.262,175.4,-17.1,551.4,0.237,0.135,0.496,1.52,1.73,0.0,0.0,0.0,1.07,0.0,0.18,1.13,0.05,0.0,1.97,0.67,0.0,0.12,1.69,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,surprise,False, ,False,False, ,0.06700000000000728
6725,1,224.1,0.98,-0.095631,0.409564,-0.907255,-0.33265900000000004,0.195678,-0.922523,-0.23,0.319,177.7,-17.8,558.5,0.302,0.106,0.484,1.3,1.48,0.26,0.0,0.2,1.08,0.0,0.25,1.34,0.38,0.0,1.36,0.44,0.0,0.4,1.54,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.09999999999999432
6726,1,224.134,0.98,-0.186746,0.337638,-0.922565,-0.285851,0.169905,-0.943091,-0.248,0.266,141.1,-39.9,572.1,0.194,0.224,0.247,1.1,1.1,0.48,0.0,0.28,0.83,0.0,0.23,1.38,0.67,0.08,0.96,0.29,0.0,0.62,0.95,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.13399999999998613
6727,1,224.167,0.98,-0.20423,0.383298,-0.900762,-0.321994,0.21777800000000005,-0.921354,-0.281,0.319,140.4,-40.9,573.0,0.262,0.212,0.272,0.91,0.93,0.52,0.0,0.3,0.54,0.0,0.13,1.33,0.91,0.15,0.6,0.14,0.0,0.7,0.29,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.1670000000000016
6728,1,224.2,0.98,-0.202555,0.433152,-0.878266,-0.29099200000000003,0.276793,-0.915811,-0.268,0.377,139.0,-41.5,570.4,0.337,0.17600000000000002,0.28800000000000003,0.91,0.81,0.26,0.0,0.12,0.55,0.0,0.13,1.22,0.76,0.21,0.84,0.39,0.0,0.58,0.65,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.19999999999998863
6729,1,224.234,0.98,-0.196048,0.457247,-0.8674620000000001,-0.266304,0.308103,-0.913321,-0.254,0.406,138.3,-41.7,569.4,0.373,0.14300000000000002,0.3,0.85,0.47,0.05,0.0,0.05,0.7,0.0,0.15,1.18,0.57,0.13,0.79,0.57,0.0,0.52,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.23400000000000887
6730,1,224.267,0.98,-0.186766,0.4662020000000001,-0.8647389999999999,-0.254764,0.319172,-0.912811,-0.243,0.416,138.1,-41.8,569.6,0.387,0.12,0.306,0.71,0.19,0.01,0.0,0.05,0.55,0.0,0.19,1.06,0.48,0.06,0.5,0.63,0.0,0.99,1.08,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.2669999999999959
6731,1,224.3,0.98,-0.042807,0.41365,-0.909429,-0.238915,0.256344,-0.936593,-0.151,0.348,104.5,-58.5,590.8,0.279,0.012,0.205,0.78,0.19,0.05,0.0,0.03,0.29,0.0,0.13,0.93,0.46,0.01,0.27,0.41,0.0,1.42,0.99,0.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False, ,0.30000000000001137
