frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,speak,move,emotion,error,errType,TF,SNV,lastAction,t_lastAction
6315,1,210.43599999999998,0.88,0.404401,0.326596,-0.8542799999999999,0.213628,0.311675,-0.9258629999999999,0.33399999999999996,0.344,6.0,-99.2,771.9,0.31,-0.45,0.166,0.0,0.0,0.0,0.0,1.28,1.22,1.06,1.93,0.93,0.48,0.0,0.02,0.0,0.0,1.09,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.0
6316,1,210.47,0.88,0.425566,0.320873,-0.8461290000000001,0.231042,0.306875,-0.9232809999999999,0.355,0.341,6.0,-99.6,774.6,0.308,-0.48,0.182,0.0,0.0,0.0,0.0,1.93,1.83,1.62,2.91,1.39,0.8,0.0,0.02,0.03,0.0,1.62,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.034000000000020236
6317,1,210.503,0.88,0.432307,0.325131,-0.8410709999999999,0.235969,0.311835,-0.9203680000000001,0.363,0.34700000000000003,5.7,-99.3,772.6,0.319,-0.4920000000000001,0.193,0.0,0.0,0.0,0.0,1.94,2.0,1.45,3.03,1.47,1.28,0.0,0.08,0.17,0.0,1.42,0.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.06700000000000728
6318,1,210.53599999999997,0.88,0.417188,0.263858,-0.869674,0.214943,0.26087899999999997,-0.9411379999999999,0.336,0.282,-57.1,-106.3,792.2,0.226,-0.413,0.085,0.0,0.0,0.0,0.0,1.96,2.15,1.25,3.2,1.65,1.78,0.0,0.13,0.21,0.0,1.36,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.09999999999999432
6319,1,210.57,0.98,0.44504799999999994,0.279948,-0.8506239999999999,0.245261,0.278183,-0.928688,0.37,0.304,-56.1,-106.3,790.2,0.254,-0.457,0.084,0.0,0.0,0.0,0.0,2.09,1.98,1.04,3.35,1.86,2.26,0.0,0.25,0.24,0.0,1.47,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.13400000000001455
6320,1,210.60299999999998,0.98,0.45657600000000004,0.22963499999999998,-0.8595379999999999,0.261459,0.237316,-0.935586,0.38,0.254,-92.4,-105.4,806.1,0.193,-0.456,0.018000000000000002,0.0,0.0,0.0,0.0,2.21,1.68,1.04,3.36,1.97,2.42,0.0,0.28,0.11,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.1670000000000016
6321,1,210.636,0.98,0.46596499999999996,0.234553,-0.8531479999999999,0.266428,0.24390900000000001,-0.932483,0.389,0.262,-92.1,-105.8,808.5,0.195,-0.46299999999999997,0.009000000000000001,0.0,0.0,0.0,0.0,2.34,1.43,1.03,3.35,2.07,2.6,0.0,0.33,0.07,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.20000000000001705
6322,1,210.67,0.98,0.464912,0.23505900000000002,-0.853583,0.266656,0.24388800000000002,-0.932424,0.389,0.262,-92.1,-106.0,809.5,0.19699999999999998,-0.46,0.004,0.0,0.0,0.1,0.0,2.48,1.48,1.01,3.11,2.08,2.37,0.0,0.23,0.01,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.23400000000000887
6323,1,210.703,0.98,0.455913,0.227617,-0.860426,0.267891,0.237225,-0.933787,0.38299999999999995,0.254,-104.6,-106.8,822.3,0.18899999999999997,-0.441,-0.026000000000000002,0.0,0.0,0.18,0.0,2.69,1.61,1.05,3.0,2.11,2.24,0.0,0.21,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.26700000000002433
6324,1,210.736,0.98,0.448575,0.22916599999999998,-0.863865,0.257959,0.23870999999999998,-0.9362020000000001,0.374,0.254,-105.6,-105.8,815.2,0.188,-0.424,-0.034,0.0,0.0,0.31,0.0,2.88,1.75,1.03,2.92,2.23,2.13,0.0,0.28,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,happy,False, ,False,False, ,0.30000000000001137
