frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,speak,move,emotion,error,errType,TF,SNV,lastAction,t_lastAction
4632,1,154.336,0.88,0.377858,0.351563,-0.8565200000000001,0.25067,0.33270700000000003,-0.909104,0.342,0.37,150.7,-413.1,1284.4,0.28800000000000003,-0.511,0.146,0.0,0.0,1.32,0.0,0.75,0.0,0.12,0.02,0.49,0.36,0.0,0.26,0.0,0.41,0.62,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4633,1,154.369,0.93,0.376698,0.360149,-0.853459,0.252996,0.33752600000000005,-0.90668,0.344,0.377,151.1,-414.4,1289.8,0.29,-0.509,0.16399999999999998,0.0,0.0,2.03,0.0,1.09,0.0,0.16,0.02,0.7,0.51,0.0,0.46,0.0,0.67,0.88,0.31,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4634,1,154.403,0.88,0.33920300000000003,0.347096,-0.874337,0.217744,0.326934,-0.919621,0.301,0.359,202.1,-420.9,1287.1,0.265,-0.475,0.118,0.0,0.0,2.04,0.0,1.09,0.01,0.17,0.0,0.7,0.52,0.0,0.54,0.0,0.67,0.81,0.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4635,1,154.436,0.88,0.338599,0.35748,-0.8703780000000001,0.219863,0.335256,-0.916113,0.303,0.37,202.0,-421.0,1287.9,0.267,-0.477,0.13,0.0,0.0,2.02,0.0,1.06,0.01,0.17,0.0,0.64,0.49,0.0,0.6,0.0,0.73,0.75,0.18,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4636,1,154.469,0.88,0.334316,0.358974,-0.871418,0.217104,0.33546,-0.916697,0.299,0.37,202.2,-421.6,1290.1,0.266,-0.47,0.136,0.0,0.0,1.78,0.0,0.96,0.01,0.13,0.0,0.62,0.49,0.0,0.54,0.0,0.7,0.67,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4637,1,154.503,0.93,0.286379,0.348049,-0.8926639999999999,0.162225,0.330044,-0.929921,0.241,0.35600000000000004,252.1,-435.2,1282.8,0.252,-0.407,0.085,0.0,0.0,1.65,0.0,0.86,0.0,0.07,0.0,0.58,0.49,0.0,0.49,0.0,0.67,0.57,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4638,1,154.536,0.98,0.291865,0.362305,-0.885184,0.17259000000000002,0.34428200000000003,-0.922867,0.251,0.373,252.4,-435.8,1284.3,0.262,-0.418,0.084,0.0,0.0,1.55,0.0,0.77,0.0,0.02,0.0,0.56,0.54,0.0,0.47,0.0,0.64,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4639,1,154.569,0.98,0.292298,0.364532,-0.884126,0.173887,0.346015,-0.921974,0.253,0.375,252.4,-435.9,1284.5,0.264,-0.418,0.083,0.0,0.0,1.08,0.12,0.98,0.0,0.02,0.49,0.46,0.38,0.75,1.53,0.36,1.11,0.51,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
4726,1,157.469,0.88,-0.303024,0.134273,-0.943476,-0.391799,-0.018516,-0.919865,-0.35700000000000004,0.062,227.5,-27.8,519.0,-0.171,0.433,0.29600000000000004,0.44,0.45,0.55,0.0,0.31,0.0,0.0,0.18,0.62,0.0,0.0,0.23,0.96,0.0,0.12,0.0,0.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False,speak,2.9000000000000057
4727,1,157.502,0.88,-0.252014,0.114958,-0.960871,-0.381349,-0.065429,-0.922113,-0.324,0.026,228.3,-27.5,518.2,-0.191,0.374,0.334,0.52,0.52,0.7,0.0,0.31,0.0,0.0,0.18,0.65,0.0,0.0,0.23,0.96,0.0,0.12,0.0,0.51,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False,speak,2.933000000000021
4728,1,157.535,0.88,-0.104068,0.150435,-0.983127,-0.179424,-0.01357,-0.983678,-0.14300000000000002,0.069,139.0,-51.8,532.4,-0.122,0.205,0.229,0.4,0.44,0.5,0.0,0.14,0.0,0.0,0.09,0.34,0.0,0.0,0.07,0.54,0.0,0.02,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False,speak,2.966000000000008
4729,1,157.569,0.88,-0.053093,0.153849,-0.986667,-0.214428,-0.06808,-0.974364,-0.136,0.044,139.3,-51.4,528.3,-0.123,0.135,0.252,0.28,0.32,0.25,0.0,0.0,0.0,0.13,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.18,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False,speak,3.0
4730,1,157.602,0.88,0.005803,0.160205,-0.987067,-0.179105,-0.063062,-0.981807,-0.08800000000000001,0.049,139.2,-50.8,524.2,-0.119,0.08800000000000001,0.262,0.4,0.47,0.1,0.0,0.01,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.06,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,neutral,False, ,False,False,speak,3.0330000000000155
