frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,speak,move,error,errType,TF,SNV,lastAction,t_lastAction
1645,0,54.794,0.82,-0.316594,0.314604,-0.89487,-0.461261,0.30607199999999996,-0.832801,-0.423,0.345,194.0,-393.0,1121.5,0.257,0.509,-0.065,0.0,0.0,0.52,0.01,0.13,0.3,0.21,0.24,0.07,0.12,0.06,1.66,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,False, ,False,False,speak,0.0
1646,0,54.827,0.98,-0.750021,0.27176100000000003,-0.603004,-0.757987,0.28674499999999997,-0.585861,-0.903,0.439,125.9,-323.5,980.3,0.069,1.476,0.254,0.0,0.0,0.97,0.01,0.38,0.6,0.38,0.45,0.24,0.5,0.23,2.72,0.0,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,False, ,False,False,speak,0.0
1647,0,54.86,0.98,-0.714795,0.273692,-0.6435529999999999,-0.734825,0.288716,-0.613738,-0.856,0.42100000000000004,130.7,-343.8,1037.2,0.113,1.369,0.182,0.0,0.0,1.28,0.0,0.65,0.92,0.4,0.77,0.5,0.96,0.37,3.38,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,False, ,False,False,speak,0.0
1648,0,54.894,0.98,-0.6912159999999999,0.255201,-0.676087,-0.7187720000000001,0.272952,-0.639424,-0.82,0.382,134.6,-359.3,1082.7,0.078,1.294,0.17,0.01,0.0,1.04,0.0,0.73,0.63,0.19,0.76,0.8,0.84,0.42,2.44,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,False, ,False,False,speak,0.0
1649,0,54.927,0.88,-0.359892,0.386585,-0.8491350000000001,-0.485295,0.359732,-0.79692,-0.474,0.426,62.6,-331.7,1049.1,0.355,0.639,0.07,0.16,0.0,0.84,0.0,0.71,0.43,0.02,0.82,1.05,0.46,0.38,1.62,0.0,0.0,0.53,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,False, ,False,False,speak,0.0
1650,0,54.96,0.88,-0.361595,0.37242800000000004,-0.85472,-0.486408,0.345771,-0.802403,-0.473,0.409,63.5,-338.7,1073.1,0.321,0.643,0.091,0.37,0.0,0.73,0.0,0.69,0.19,0.0,0.71,1.22,0.0,0.36,0.84,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,1,0,False, ,False,False,speak,0.0
1651,0,54.994,0.88,-0.36140300000000003,0.349769,-0.8643200000000001,-0.481996,0.32661799999999996,-0.8130189999999999,-0.466,0.38299999999999995,64.6,-344.8,1094.3,0.28,0.6409999999999999,0.109,0.41,0.0,0.61,0.0,0.57,0.19,0.0,0.81,1.24,0.0,0.27,1.16,0.0,0.0,1.02,0.0,0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,1,0,False, ,False,False,speak,0.0
1652,0,55.027,0.98,-0.26397600000000004,0.32033,-0.909783,-0.408129,0.301883,-0.861567,-0.363,0.33799999999999997,5.6,-314.1,1079.9,0.23399999999999999,0.502,0.09,0.42,0.0,0.56,0.0,0.48,0.08,0.0,0.87,1.23,0.0,0.16,1.52,0.0,0.0,1.25,0.0,0.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,1,0,False, ,False,False,speak,0.0
1653,0,55.06,0.98,-0.262198,0.33369299999999996,-0.9054840000000001,-0.407962,0.313948,-0.857324,-0.363,0.35200000000000004,5.4,-317.9,1092.6,0.24100000000000002,0.49700000000000005,0.095,0.34,0.0,0.55,0.0,0.34,0.0,0.0,0.96,1.24,0.0,0.07,1.86,0.0,0.0,1.33,0.0,1.11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,1,0,False, ,False,False,speak,0.0
1654,0,55.093999999999994,0.98,-0.260776,0.33223,-0.906432,-0.40783600000000003,0.312471,-0.857923,-0.36200000000000004,0.35,5.4,-319.4,1097.7,0.24,0.495,0.098,0.29,0.0,0.76,0.0,0.67,0.13,0.0,1.15,1.23,0.0,0.05,1.5,0.0,0.0,1.3,0.0,1.18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral,1,0,False, ,False,False,speak,0.0
