frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,speak,move,emotion,error,errType,TF,SNV,lastAction,t_lastAction
1638,0,54.56,0.88,0.650729,0.268523,-0.710244,0.617483,0.313656,-0.721342,0.725,0.386,63.7,-315.7,1261.7,0.47200000000000003,-1.368,-0.17,0.0,0.0,0.71,0.0,0.43,0.61,0.0,0.1,0.2,0.0,1.75,2.11,0.0,0.58,1.71,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
1639,0,54.593999999999994,0.98,0.652238,0.267778,-0.709141,0.637415,0.307977,-0.706295,0.7390000000000001,0.386,62.4,-310.1,1232.1,0.6779999999999999,-1.439,0.04,0.0,0.0,0.71,0.0,0.43,0.61,0.0,0.1,0.2,0.0,1.75,2.11,0.0,0.58,1.71,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
1646,0,54.827,0.98,0.056924,0.149528,-0.987117,-0.127611,0.187951,-0.9738530000000001,-0.036000000000000004,0.17,226.4,-408.4,1376.2,0.033,0.006,-0.16399999999999998,0.0,0.0,1.81,0.0,0.39,0.01,0.02,0.29,0.82,0.0,0.65,1.58,0.0,0.0,0.78,0.1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,neutral,False, ,False,False,speak,0.0
1647,0,54.86,0.98,-0.005945000000000001,0.151624,-0.9884200000000001,-0.18829500000000002,0.192616,-0.963039,-0.099,0.175,240.9,-405.0,1358.1,0.044000000000000004,0.08800000000000001,-0.18899999999999997,0.02,0.0,2.74,0.03,0.63,0.22,0.02,0.58,1.25,0.0,0.97,2.39,0.0,0.0,1.21,0.1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
1648,0,54.894,0.98,-0.024093,0.160857,-0.986684,-0.201516,0.19902899999999998,-0.959051,-0.115,0.183,241.3,-404.4,1356.4,0.048,0.12300000000000001,-0.21899999999999997,0.02,0.0,2.86,0.25,0.79,0.2,0.07,0.82,1.29,0.05,0.97,2.39,0.26,0.0,1.2,0.02,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
1649,0,54.927,0.98,-0.09954500000000001,0.149178,-0.9837870000000001,-0.276479,0.195128,-0.941002,-0.193,0.177,275.7,-399.6,1333.7,0.045,0.205,-0.223,0.05,0.0,2.94,0.41,0.89,0.2,0.25,1.12,1.35,0.14,0.99,2.27,0.45,0.0,1.16,0.02,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
1650,0,54.96,0.98,-0.14664000000000002,0.173618,-0.973835,-0.320465,0.21939099999999997,-0.9215040000000001,-0.242,0.204,294.2,-392.9,1314.3,0.08199999999999999,0.26899999999999996,-0.247,0.21,0.0,2.94,0.53,0.95,0.0,0.43,1.35,1.41,0.42,1.07,2.18,0.54,0.0,1.06,0.02,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
1651,0,54.994,0.98,-0.158052,0.193583,-0.968269,-0.327828,0.237871,-0.914301,-0.253,0.225,294.2,-392.4,1311.9,0.10099999999999999,0.298,-0.28300000000000003,0.21,0.15,2.71,0.32,0.94,0.0,0.67,1.44,1.39,0.44,1.16,2.0,0.28,0.0,0.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
1652,0,55.027,0.98,-0.30695,0.248959,-0.918586,-0.4581770000000001,0.28844000000000003,-0.840759,-0.41,0.29600000000000004,335.6,-387.4,1282.4,0.20600000000000002,0.508,-0.39,0.18,0.42,2.6,0.18,0.96,0.0,0.81,1.49,1.41,0.5,1.15,1.76,0.08,0.0,0.86,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
1653,0,55.06,0.98,-0.298215,0.22409099999999998,-0.9278209999999999,-0.4546270000000001,0.26328,-0.850881,-0.4,0.267,334.6,-386.2,1280.0,0.158,0.49,-0.348,0.0,0.54,2.64,0.02,0.93,0.03,1.0,1.35,1.38,0.28,1.02,1.52,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,sad,False, ,False,False,speak,0.0
