frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,speak,move,error,errType,TF,SNV,lastAction,t_lastAction
13,0,0.4,0.88,0.092606,0.135236,-0.986476,-0.006103,0.136377,-0.9906379999999999,0.044000000000000004,0.13699999999999998,-21.6,-7.8,403.3,-0.05,0.068,-0.105,0.0,0.0,0.5,0.0,0.09,0.0,0.0,0.0,0.59,0.88,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.0
14,0,0.433,0.88,0.102096,0.11871400000000001,-0.9876659999999999,-0.015863,0.137754,-0.99034,0.044000000000000004,0.129,-21.7,-7.9,399.7,-0.057999999999999996,0.091,-0.11199999999999999,0.0,0.0,0.65,0.0,0.09,0.0,0.0,0.0,0.82,1.07,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.032999999999999974
15,0,0.467,0.88,0.11848800000000001,0.123451,-0.985252,-0.006881999999999999,0.124141,-0.992241,0.055999999999999994,0.125,-21.3,-10.2,412.9,-0.065,0.064,-0.096,0.0,0.0,0.52,0.0,0.04,0.0,0.0,0.0,0.71,0.93,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.067
16,0,0.5,0.88,0.134752,0.10276600000000001,-0.9855360000000001,-0.015321000000000001,0.117502,-0.9929540000000001,0.06,0.111,-21.3,-10.0,409.5,-0.062,0.07400000000000001,-0.105,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.57,0.61,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.09999999999999998
17,0,0.5329999999999999,0.88,0.135501,0.10167799999999999,-0.9855459999999999,-0.021789,0.116079,-0.993001,0.057,0.11,-21.4,-10.1,409.5,-0.061,0.081,-0.109,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.49,0.62,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.1329999999999999
18,0,0.5670000000000001,0.88,0.133301,0.10144500000000001,-0.98587,-0.00040599999999999995,0.1144,-0.9934350000000001,0.067,0.109,-20.5,-10.3,407.3,-0.065,0.084,-0.113,0.0,0.0,0.46,0.0,0.0,0.0,0.01,0.0,0.41,0.47,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.16700000000000004
19,0,0.6,0.88,0.13238,0.101178,-0.986022,-0.003104,0.11399000000000001,-0.993477,0.065,0.10800000000000001,-20.4,-10.3,407.1,-0.065,0.08800000000000001,-0.11699999999999999,0.0,0.0,0.53,0.0,0.0,0.0,0.01,0.0,0.37,0.34,0.0,1.85,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.2
20,0,0.633,0.88,0.131901,0.100526,-0.986152,-0.00242,0.116145,-0.9932290000000001,0.065,0.109,-20.4,-10.4,407.4,-0.065,0.09,-0.11900000000000001,0.0,0.0,0.47,0.0,0.0,0.0,0.02,0.0,0.39,0.33,0.0,1.75,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.233
21,0,0.667,0.88,0.148045,0.102009,-0.983706,0.004308,0.10650499999999999,-0.994303,0.077,0.105,-19.7,-11.0,409.3,-0.066,0.087,-0.12,0.0,0.0,0.42,0.0,0.0,0.0,0.07,0.0,0.44,0.34,0.0,1.54,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.2659999999999999
22,0,0.7,0.88,0.149268,0.093774,-0.98434,0.002242,0.10368,-0.994608,0.076,0.099,-19.6,-11.1,409.8,-0.07200000000000001,0.09,-0.125,0.0,0.0,0.37,0.0,0.0,0.0,0.16,0.0,0.47,0.28,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,False, ,False,False, ,0.29999999999999993
