frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,speak,move,emotion,error,errType,TF,SNV,lastAction,t_lastAction
1,0,0.0,0.88,-0.11026099999999996,0.19224,-0.975134,-0.229844,0.201248,-0.952193,-0.175,0.201,-154.3,-153.7,924.6,0.101,0.385,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.0
2,0,0.033,0.82,-0.569042,0.03866,-0.821399,-0.489286,0.11932,-0.863922,-0.561,0.093,-135.0,-125.8,825.8,0.231,0.949,-0.8109999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.05,0.15,0.0,1.44,0.39,0.83,0.43,1.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.033
3,0,0.067,0.88,-0.441767,0.195292,-0.875616,-0.4516060000000001,0.28349,-0.845982,-0.479,0.271,-146.1,-135.8,870.5,0.317,0.813,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.19,0.1,0.2,0.0,2.05,0.62,1.12,0.88,2.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.067
4,0,0.1,0.82,-0.4873560000000001,0.084118,-0.869142,-0.495381,0.157053,-0.854361,-0.518,0.139,-135.0,-129.3,830.8,0.258,0.983,-0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.11,0.31,0.37,0.0,2.04,0.46,1.12,0.77,2.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.1
5,0,0.133,0.98,-0.4848810000000001,0.218441,-0.8468610000000001,-0.46925,0.296838,-0.83168,-0.517,0.298,-145.3,-140.0,878.7,0.388,0.899,-0.8420000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.98,0.4,0.33,0.0,2.01,0.69,0.92,0.96,1.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.133
6,0,0.16699999999999998,0.88,-0.456384,0.245898,-0.85513,-0.449795,0.317143,-0.8349280000000001,-0.4920000000000001,0.322,-150.1,-144.2,894.4,0.422,0.836,-0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.43,0.29,0.0,2.05,0.71,0.84,0.79,1.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.16699999999999998
7,0,0.2,0.82,-0.485425,0.186511,-0.854152,-0.479735,0.26657800000000004,-0.835937,-0.519,0.262,-140.4,-135.4,855.7,0.348,0.924,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.87,0.38,0.07,0.0,1.64,0.68,0.82,0.91,1.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.2
9,0,0.267,0.88,-0.4656,0.287981,-0.836829,-0.451226,0.34822800000000004,-0.821664,-0.505,0.366,-152.0,-149.7,917.1,0.505,0.83,-0.7959999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.86,0.36,0.01,0.0,1.27,0.52,1.02,0.86,1.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.267
12,0,0.3670000000000001,0.98,-0.437099,0.30221,-0.8471209999999999,-0.615272,0.23004,-0.754004,-0.581,0.321,-134.5,-123.8,807.8,0.363,0.856,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.43,0.0,0.15,0.08,0.5,0.0,0.0,0.74,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.3670000000000001
17,0,0.5329999999999999,0.82,-0.5066510000000001,0.108781,-0.855261,-0.551545,0.165941,-0.817473,-0.564,0.163,-101.3,-106.9,646.2,0.135,1.185,-0.015,0.63,0.01,1.6,0.0,0.27,0.41,0.14,0.08,0.0,1.15,0.05,1.47,0.0,1.41,1.55,3.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.5329999999999999
18,0,0.5670000000000001,0.98,-0.505621,0.100918,-0.856833,-0.493233,0.166626,-0.8537899999999999,-0.529,0.155,-102.3,-106.6,645.2,0.17600000000000002,1.122,-0.047,1.06,0.07,2.4,0.0,0.33,0.48,0.14,0.08,0.0,1.55,0.18,2.27,0.04,2.22,2.37,4.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,surprise,False, ,False,False, ,0.5670000000000001
19,0,0.6,0.98,-0.485214,0.20189,-0.850769,-0.44589,0.16906600000000002,-0.878976,-0.494,0.211,-104.1,-107.4,650.4,0.208,1.064,-0.078,1.23,0.07,1.79,0.0,0.2,0.14,0.04,0.1,0.0,1.28,0.31,2.45,0.09,2.34,2.55,4.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,surprise,False, ,False,False, ,0.6
20,0,0.633,0.98,-0.442196,0.179569,-0.87876,-0.411359,0.204079,-0.888333,-0.45,0.214,-106.6,-108.4,653.6,0.281,0.958,-0.106,1.21,0.16,1.26,0.0,0.15,0.07,0.0,0.14,0.0,1.03,0.34,2.7,0.09,2.3,2.89,3.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,surprise,False, ,False,False, ,0.633
21,0,0.6659999999999999,0.98,-0.363593,0.19969,-0.909903,-0.382763,0.218485,-0.89764,-0.392,0.227,-109.5,-109.0,661.7,0.302,0.8690000000000001,-0.138,0.77,0.1,0.46,0.0,0.09,0.0,0.0,0.14,0.0,0.63,0.2,1.9,0.04,1.49,2.07,2.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.6659999999999999
24,0,0.7659999999999999,0.98,-0.479078,0.381961,-0.7903100000000001,-0.390939,0.290603,-0.8733360000000001,-0.482,0.384,-124.5,-116.3,743.2,0.449,0.8959999999999999,-0.264,0.45,0.0,0.43,0.0,0.38,0.09,0.0,0.72,0.01,0.0,0.74,1.89,0.0,1.86,1.19,1.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.7659999999999999
25,0,0.8,0.98,-0.385973,0.376382,-0.8422360000000001,-0.567929,0.380396,-0.729901,-0.545,0.449,-124.9,-117.4,747.3,0.473,0.914,-0.267,0.63,0.0,0.62,0.0,0.55,0.18,0.0,1.04,0.01,0.0,1.17,2.74,0.0,2.94,1.66,2.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neutral,False, ,False,False, ,0.8
26,0,0.833,0.98,-0.38022,0.345913,-0.8577739999999999,-0.581825,0.3725,-0.722996,-0.547,0.4270000000000001,-125.0,-117.9,749.3,0.489,0.92,-0.273,0.59,0.0,0.58,0.0,0.53,0.25,0.0,1.07,0.01,0.0,1.43,2.57,0.04,3.17,1.58,1.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,0.833
27,0,0.866,0.98,-0.384814,0.344691,-0.856216,-0.587346,0.372111,-0.71872,-0.5529999999999999,0.4270000000000001,-124.9,-117.8,748.7,0.4920000000000001,0.922,-0.279,0.52,0.0,0.56,0.0,0.51,0.26,0.0,0.93,0.0,0.07,1.56,2.48,0.16,3.36,1.38,1.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,0.866
28,0,0.9,0.98,-0.38824,0.34327,-0.85524,-0.5848810000000001,0.375448,-0.7189949999999999,-0.5539999999999999,0.428,-124.6,-117.5,747.4,0.496,0.929,-0.284,0.44,0.0,0.51,0.0,0.5,0.4,0.0,1.03,0.0,0.07,1.65,2.56,0.16,3.41,1.35,1.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,0.9
29,0,0.933,0.98,-0.383672,0.34283600000000003,-0.8574729999999999,-0.594874,0.380971,-0.707804,-0.5589999999999999,0.433,-124.4,-117.4,746.4,0.499,0.929,-0.28,0.43,0.0,0.47,0.0,0.46,0.47,0.0,1.09,0.0,0.07,1.8,2.74,0.11,3.54,1.26,1.32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,0.933
30,0,0.966,0.98,-0.385244,0.33625700000000003,-0.8593709999999999,-0.596571,0.369116,-0.7126399999999999,-0.5579999999999999,0.422,-124.4,-117.3,746.6,0.494,0.931,-0.278,0.44,0.0,0.47,0.0,0.46,0.56,0.0,1.18,0.0,0.08,1.91,2.96,0.0,3.6,1.24,1.36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,0.966
31,0,1.0,0.98,-0.390469,0.333899,-0.857931,-0.596587,0.363209,-0.7156560000000001,-0.56,0.417,-124.6,-117.4,747.8,0.491,0.928,-0.278,0.55,0.0,0.49,0.0,0.46,0.49,0.0,1.11,0.0,0.12,1.94,3.07,0.0,3.67,1.22,1.21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,1.0
32,0,1.033,0.98,-0.389101,0.336135,-0.8576790000000001,-0.59678,0.367816,-0.713138,-0.56,0.421,-124.7,-117.4,747.6,0.486,0.927,-0.275,0.56,0.0,0.49,0.0,0.48,0.48,0.0,1.05,0.0,0.12,1.67,3.07,0.0,3.62,1.19,1.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,1.033
33,0,1.0659999999999998,0.98,-0.394309,0.332574,-0.8566889999999999,-0.5947319999999999,0.36919,-0.714138,-0.562,0.42,-124.9,-117.7,749.5,0.484,0.928,-0.274,0.56,0.0,0.51,0.0,0.47,0.45,0.0,1.2,0.0,0.04,1.65,3.08,0.0,3.57,1.08,1.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,1.0659999999999998
34,0,1.1,0.98,-0.390809,0.339121,-0.855725,-0.599845,0.374802,-0.706901,-0.565,0.429,-124.9,-117.6,749.0,0.488,0.927,-0.274,0.6,0.0,0.52,0.0,0.45,0.47,0.0,1.21,0.0,0.0,1.56,2.99,0.0,3.47,1.06,1.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,1.1
35,0,1.133,0.98,-0.386479,0.3424,-0.8563850000000001,-0.596857,0.36542,-0.714303,-0.5589999999999999,0.423,-125.7,-118.0,752.6,0.478,0.918,-0.273,0.66,0.0,0.54,0.0,0.44,0.48,0.0,1.23,0.0,0.02,1.65,2.91,0.0,3.48,1.01,0.82,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,1.133
36,0,1.166,0.98,-0.398169,0.324925,-0.8578379999999999,-0.598371,0.362047,-0.714755,-0.565,0.412,-125.5,-117.8,751.8,0.474,0.922,-0.267,0.68,0.0,0.52,0.0,0.44,0.42,0.0,1.06,0.0,0.1,1.47,2.69,0.0,3.46,1.1,0.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,angry,False, ,False,False, ,1.166
