frame,face_id,timestamp,confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,speak,move,error,errType,TF,SNV,lastAction,t_lastAction
2,0,0.033,0.88,0.576058,0.411811,-0.706094,0.500107,0.043773,-0.864856,0.601,0.282,132.4,-120.0,802.2,0.273,-0.884,0.838,0.0,0.0,0.0,0.0,0.67,1.34,0.94,0.0,0.16,0.0,0.0,0.8,0.0,1.51,0.66,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,neutral,0,0,False, ,False,False, ,0.033
43,0,1.4,0.98,0.484466,0.347084,-0.8030109999999999,0.556339,0.255727,-0.790626,0.579,0.36200000000000004,113.1,-110.8,718.2,0.268,-1.119,0.16899999999999998,0.0,0.0,0.29,0.15,0.66,0.15,0.03,1.3,0.0,0.16,1.43,1.26,0.16,1.42,0.69,1.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0,0,False, ,False,False, ,1.4
44,0,1.433,0.98,0.448363,0.337346,-0.827749,0.44623,0.235209,-0.863456,0.48700000000000004,0.326,118.4,-112.3,740.9,0.26,-1.003,0.195,0.0,0.0,0.31,0.15,1.0,0.15,0.03,1.78,0.0,0.16,2.55,1.85,0.16,1.95,1.28,2.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.433
45,0,1.466,0.98,0.43905500000000003,0.291435,-0.84988,0.42468599999999995,0.22654899999999997,-0.8765370000000001,0.46399999999999997,0.29100000000000004,123.5,-114.6,760.7,0.244,-0.904,0.20800000000000002,0.0,0.0,0.17,0.0,0.98,0.02,0.0,1.6,0.0,0.03,3.66,1.79,0.16,1.72,1.74,2.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.466
46,0,1.5,0.98,0.528817,0.259311,-0.808153,0.480725,0.24411999999999998,-0.842205,0.5489999999999999,0.29600000000000004,125.2,-115.0,767.1,0.264,-0.8959999999999999,0.23600000000000002,0.0,0.0,0.07,0.0,0.94,0.0,0.0,1.52,0.0,0.0,4.45,1.54,0.0,1.22,2.07,1.77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.5
47,0,1.5330000000000001,0.98,0.401671,0.280317,-0.871827,0.43621099999999996,0.25548000000000004,-0.862815,0.45,0.3,125.3,-117.8,772.4,0.353,-0.941,0.272,0.0,0.0,0.04,0.0,0.93,0.02,0.0,1.66,0.0,0.0,5.0,1.45,0.22,0.81,2.51,1.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.5330000000000001
48,0,1.5659999999999998,0.98,0.47612,0.255249,-0.841521,0.403831,0.293697,-0.866408,0.47600000000000003,0.311,125.7,-118.9,771.3,0.43700000000000006,-0.972,0.3,0.0,0.0,0.0,0.0,0.91,0.02,0.0,1.79,0.0,0.0,5.0,1.24,0.22,0.36,3.05,0.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.5659999999999998
49,0,1.6,0.98,0.581441,0.37495,-0.722038,0.402043,0.317452,-0.858828,0.557,0.413,124.0,-119.3,762.5,0.536,-0.996,0.33299999999999996,0.0,0.0,0.04,0.0,0.92,0.02,0.0,1.84,0.0,0.0,5.0,0.96,0.22,0.13,3.57,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.6
50,0,1.633,0.98,0.5593819999999999,0.399832,-0.7261029999999999,0.43417,0.339825,-0.834275,0.5670000000000001,0.44299999999999995,123.2,-119.5,759.2,0.5820000000000001,-1.01,0.34700000000000003,0.01,0.0,0.15,0.0,0.87,0.0,0.0,1.63,0.0,0.0,5.0,0.97,0.44,0.13,3.4,0.27,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.633
51,0,1.666,0.98,0.56508,0.406609,-0.717881,0.431517,0.35831799999999997,-0.82789,0.573,0.46,122.3,-119.5,757.5,0.601,-1.016,0.348,0.01,0.0,0.27,0.0,0.86,0.0,0.0,1.16,0.0,0.0,5.0,0.68,0.44,0.21,3.1,0.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,disgust,0,0,False, ,False,False, ,1.666
